id,timestamp,exchange.timestamp,price,volume,action,direction
65595276,1430438423117,1430438422000,234.94,380080000,created,bid
65595269,1430438423293,1430438418000,236.64,373900000,deleted,ask
65595277,1430438423633,1430438423000,236.62,367320000,created,ask
65595141,1430438424223,1430438318000,236.83,614960000,deleted,ask
65595265,1430438424376,1430438415000,236.64,492499943,deleted,ask
65595278,1430438424651,1430438424000,236.76,624320000,created,ask
65595279,1430438424666,1430438424000,236.63,492499943,created,ask
65595274,1430438424774,1430438421000,233.82,865394584,deleted,bid
65595280,1430438426077,1430438425000,212.35,2070000000,created,bid
65595281,1430438426489,1430438426000,254.57,80000000,created,ask
65595282,1430438426635,1430438426000,233.83,865162263,created,bid
65595270,1430438429314,1430438420000,235.68,200000000,deleted,bid
65595283,1430438429537,1430438429000,236.14,200000000,created,bid
65595279,1430438429688,1430438424000,236.63,492499943,deleted,ask
65595284,1430438429941,1430438429000,236.61,492499943,created,ask
65595262,1430438430251,1430438412000,236.13,65164121,deleted,bid
65595285,1430438430571,1430438430000,235.70,65283004,created,bid
65595276,1430438430945,1430438422000,234.94,380080000,deleted,bid
65595282,1430438431007,1430438426000,233.83,865162263,deleted,bid
65595275,1430438431036,1430438422000,235.68,531600000,deleted,bid
65595286,1430438431334,1430438431000,234.92,378280000,created,bid
65595176,1430438431397,1430438335000,235.67,211357163,deleted,bid
65595287,1430438431479,1430438431000,238.10,24000000,created,ask
65595288,1430438431747,1430438431000,235.70,211330261,created,bid
65595289,1430438433947,1430438433000,238.15,10000000,created,ask
65595286,1430438434276,1430438431000,234.92,378280000,deleted,bid
65595290,1430438434711,1430438434000,234.92,371230000,created,bid
65595285,1430438434944,1430438430000,235.70,65283004,deleted,bid
65595291,1430438435227,1430438434000,236.16,65155843,created,bid
65595292,1430438435490,1430438435000,233.84,865112369,created,bid
65595288,1430438436110,1430438431000,235.70,211330261,deleted,bid
65595281,1430438436179,1430438426000,254.57,80000000,deleted,ask
65595293,1430438436388,1430438436000,235.64,211384070,created,bid
65595280,1430438436636,1430438425000,212.35,2070000000,deleted,bid
65595283,1430438437927,1430438429000,236.14,200000000,deleted,bid
65595294,1430438438220,1430438437000,235.71,200000000,created,bid
65595290,1430438439044,1430438434000,234.92,371230000,deleted,bid
65595287,1430438439152,1430438431000,238.10,24000000,deleted,ask
65595295,1430438439246,1430438438000,238.04,24000000,created,ask
65595296,1430438439387,1430438439000,235.71,597200000,created,bid
65595297,1430438439401,1430438439000,234.91,365410000,created,bid
65595298,1430438441046,1430438440000,233.85,804126154,created,bid
65595298,1430438442810,1430438440000,233.85,804126154,deleted,bid
65595292,1430438442819,1430438435000,233.84,865112369,deleted,bid
65595242,1430438442947,1430438392000,231.17,875665349,deleted,bid
65595299,1430438443172,1430438442000,233.84,865139746,created,bid
65595299,1430438443320,1430438442000,233.84,865139746,deleted,bid
65595291,1430438443982,1430438434000,236.16,65155843,deleted,bid
65595300,1430438444307,1430438444000,235.73,65274696,created,bid
65595294,1430438444653,1430438437000,235.71,200000000,deleted,bid
65595272,1430438444917,1430438421000,236.63,436481427,deleted,ask
65595249,1430438444920,1430438405000,235.45,1320000000,deleted,bid
65595301,1430438444955,1430438444000,235.66,200000000,created,bid
65595302,1430438444968,1430438444000,235.68,1320000000,created,bid
65595293,1430438445125,1430438436000,235.64,211384070,deleted,bid
65595303,1430438445231,1430438444000,237.87,1320000000,created,ask
65595304,1430438445371,1430438445000,233.84,865136425,created,bid
65595305,1430438445384,1430438445000,235.73,211303367,created,bid
65595297,1430438446080,1430438439000,234.91,365410000,deleted,bid
65595296,1430438446301,1430438439000,235.71,597200000,deleted,bid
65595306,1430438446405,1430438446000,212.35,2070000000,created,bid
65595307,1430438446542,1430438446000,234.94,377520000,created,bid
65595308,1430438446685,1430438446000,235.73,558400000,created,bid
65595277,1430438446685,1430438423000,236.62,367320000,deleted,ask
65595309,1430438446822,1430438446000,254.57,80000000,created,ask
65595310,1430438447089,1430438446000,236.64,369570000,created,ask
65595295,1430438447385,1430438438000,238.04,24000000,deleted,ask
65595311,1430438447481,1430438447000,237.80,24000000,created,ask
65595278,1430438447591,1430438424000,236.76,624320000,deleted,ask
65595312,1430438447992,1430438447000,236.94,621170000,created,ask
65595304,1430438448115,1430438445000,233.84,865136425,deleted,bid
65595313,1430438449243,1430438448000,233.82,865192779,created,bid
65595314,1430438450260,1430438449000,238.67,211382938,created,bid
65595314,1430438450374,1430438449000,238.67,0,deleted,bid
65595284,1430438450375,1430438429000,236.61,281117005,changed,ask
65595301,1430438450477,1430438444000,235.66,200000000,deleted,bid
65595315,1430438450676,1430438450000,235.74,200000000,created,bid
65595316,1430438450938,1430438450000,233.82,865216138,created,bid
65595307,1430438453991,1430438446000,234.94,377520000,deleted,bid
65595317,1430438454355,1430438454000,234.92,377060000,created,bid
65595308,1430438454444,1430438446000,235.73,558400000,deleted,bid
65595311,1430438454673,1430438447000,237.80,24000000,deleted,ask
65595318,1430438454744,1430438454000,238.03,24000000,created,ask
65595319,1430438455385,1430438455000,236.99,5000000000,created,ask
65595306,1430438456550,1430438446000,212.35,2070000000,deleted,bid
65595309,1430438456867,1430438446000,254.57,80000000,deleted,ask
65594939,1430438456980,1430438199000,238.44,12000000,deleted,ask
65595284,1430438457323,1430438429000,236.61,281117005,deleted,ask
65595320,1430438457532,1430438457000,236.63,281117005,created,ask
65595319,1430438457718,1430438455000,236.99,5000000000,deleted,ask
65595313,1430438458094,1430438448000,233.82,865192779,deleted,bid
65595316,1430438458095,1430438450000,233.82,865216138,deleted,bid
65595271,1430438458221,1430438420000,233.81,865435564,deleted,bid
65595317,1430438458227,1430438454000,234.92,377060000,deleted,bid
65595321,1430438458548,1430438458000,233.81,865281180,created,bid
65595322,1430438458687,1430438458000,234.92,371020000,created,bid
65595323,1430438459209,1430438458000,237.98,12000000,created,ask
65595321,1430438459750,1430438458000,233.81,865281180,deleted,bid
65595324,1430438459989,1430438459000,233.81,951062402,created,bid
65595324,1430438460117,1430438459000,233.81,951062402,deleted,bid
65595186,1430438460252,1430438339000,236.20,11168501,deleted,bid
65595325,1430438460638,1430438460000,236.27,21162230,created,bid
65595326,1430438460903,1430438460000,236.54,21138074,created,ask
65595327,1430438461042,1430438460000,233.80,865308021,created,bid
65595327,1430438461076,1430438460000,233.80,865308021,deleted,bid
65595322,1430438461093,1430438458000,234.92,371020000,deleted,bid
65595328,1430438461450,1430438461000,234.90,371010000,created,bid
65595310,1430438461702,1430438446000,236.64,369570000,deleted,ask
65595300,1430438461711,1430438444000,235.73,65274696,deleted,bid
65595329,1430438461983,1430438461000,235.76,65266390,created,bid
65595330,1430438462125,1430438461000,233.79,865340081,created,bid
65595330,1430438462134,1430438461000,233.79,865340081,deleted,bid
65595331,1430438462265,1430438461000,236.62,366000000,created,ask
65595312,1430438462608,1430438447000,236.94,621170000,deleted,ask
65595332,1430438463035,1430438462000,236.76,623410000,created,ask
65595320,1430438463405,1430438457000,236.63,281117005,deleted,ask
65595333,1430438463555,1430438463000,233.78,865384439,created,bid
65595333,1430438463607,1430438463000,233.78,865384439,deleted,bid
65595334,1430438463694,1430438463000,236.60,281117005,created,ask
65595335,1430438464854,1430438464000,233.77,865408820,created,bid
65595267,1430438465186,1430438417000,232.59,8000000,deleted,bid
65595336,1430438465883,1430438465000,233.77,865399035,created,bid
65595335,1430438466417,1430438464000,233.77,865408820,deleted,bid
65595336,1430438466418,1430438465000,233.77,865399035,deleted,bid
65595337,1430438466650,1430438466000,212.35,2070000000,created,bid
65595328,1430438466712,1430438461000,234.90,371010000,deleted,bid
65595218,1430438467009,1430438377000,236.65,2384239943,deleted,ask
65595338,1430438467043,1430438466000,254.57,80000000,created,ask
65595339,1430438467182,1430438466000,234.93,370520000,created,bid
65595331,1430438467317,1430438461000,236.62,366000000,deleted,ask
65595340,1430438467701,1430438467000,236.58,371850000,created,ask
65595225,1430438467770,1430438382000,235.10,1320000000,deleted,bid
65595341,1430438467835,1430438467000,233.77,865408820,created,bid
65595229,1430438468296,1430438383000,235.01,2613817563,deleted,bid
65595341,1430438468297,1430438467000,233.77,865408820,deleted,bid
65595072,1430438468868,1430438275000,237.68,1370200000,deleted,ask
65595315,1430438469046,1430438450000,235.74,200000000,deleted,bid
65595342,1430438469228,1430438468000,235.77,200000000,created,bid
65595334,1430438469461,1430438463000,236.60,281117005,deleted,ask
65595343,1430438469491,1430438469000,236.61,367320000,created,ask
65595344,1430438469757,1430438469000,236.53,281117005,created,ask
65595345,1430438469893,1430438469000,232.60,100000000,created,bid
65595346,1430438470036,1430438469000,236.62,928981370,created,ask
65595347,1430438470179,1430438469000,233.77,865408820,created,bid
65595348,1430438470453,1430438470000,233.78,865387627,created,bid
65595348,1430438470515,1430438470000,233.78,865387627,deleted,bid
65595222,1430438470552,1430438380000,236.76,1371060000,deleted,ask
65595115,1430438470782,1430438302000,231.28,533259425,deleted,bid
65595318,1430438471199,1430438454000,238.03,24000000,deleted,ask
65595349,1430438471222,1430438470000,236.76,1380420000,created,ask
65595350,1430438471235,1430438470000,237.76,24000000,created,ask
65595351,1430438471378,1430438471000,233.78,865385896,created,bid
65595351,1430438471436,1430438471000,233.78,865385896,deleted,bid
65595352,1430438471768,1430438471000,235.01,2244169023,created,bid
65595230,1430438472285,1430438385000,234.73,2653332959,deleted,bid
65595347,1430438472506,1430438469000,233.77,865408820,deleted,bid
65595353,1430438472788,1430438472000,233.77,865408820,created,bid
65595353,1430438472899,1430438472000,233.77,865408820,deleted,bid
65595354,1430438472940,1430438472000,234.91,1080252747,created,bid
65595355,1430438473438,1430438473000,234.73,1952655678,created,bid
65595339,1430438473769,1430438466000,234.93,370520000,deleted,bid
65595356,1430438473975,1430438473000,233.76,865444620,created,bid
65595232,1430438474011,1430438385000,237.99,7327685852,deleted,ask
65595356,1430438474047,1430438473000,233.76,865444620,deleted,bid
65595357,1430438474115,1430438473000,234.92,377780000,created,bid
65595340,1430438474276,1430438467000,236.58,371850000,deleted,ask
65595237,1430438474592,1430438387000,239.20,1769663939,deleted,ask
65595358,1430438474631,1430438474000,236.53,367860000,created,ask
65595359,1430438475019,1430438474000,233.76,865440364,created,bid
65595329,1430438475095,1430438461000,235.76,65266390,deleted,bid
65595360,1430438475158,1430438474000,237.99,8673885852,created,ask
65595361,1430438475424,1430438475000,235.79,65258086,created,bid
65595168,1430438475726,1430438331000,233.76,3515732592,deleted,bid
65595362,1430438476435,1430438476000,233.82,2989306213,created,bid
65595337,1430438476534,1430438466000,212.35,2070000000,deleted,bid
65595359,1430438476748,1430438474000,233.76,865440364,deleted,bid
65595239,1430438476831,1430438389000,231.16,5270860926,deleted,bid
65595338,1430438476831,1430438466000,254.57,80000000,deleted,ask
65595363,1430438476960,1430438476000,233.75,865473056,created,bid
65595363,1430438477161,1430438476000,233.75,865473056,deleted,bid
65595364,1430438477612,1430438477000,233.76,2256627088,created,bid
65595236,1430438478078,1430438386000,238.99,6294186806,deleted,ask
65595365,1430438478744,1430438478000,238.99,7298409439,created,ask
65595366,1430438479029,1430438478000,233.76,865466968,created,bid
65595367,1430438479269,1430438478000,239.58,1868019880,created,ask
65595350,1430438479400,1430438470000,237.76,24000000,deleted,ask
65595368,1430438479407,1430438479000,237.92,24000000,created,ask
65595178,1430438479732,1430438336000,232.59,2989115047,deleted,bid
65595366,1430438480093,1430438478000,233.76,865466968,deleted,bid
65595369,1430438480419,1430438480000,233.76,865461286,created,bid
65595370,1430438480432,1430438480000,232.59,3006125107,created,bid
65595357,1430438480718,1430438473000,234.92,377780000,deleted,bid
65595371,1430438480946,1430438480000,231.16,4873698632,created,bid
65595372,1430438481082,1430438480000,234.93,378440000,created,bid
65595342,1430438481880,1430438468000,235.77,200000000,deleted,bid
65595369,1430438482090,1430438480000,233.76,865461286,deleted,bid
65595373,1430438482095,1430438481000,235.80,200000000,created,bid
65595344,1430438482231,1430438469000,236.53,281117005,deleted,ask
65595374,1430438482484,1430438482000,236.52,281117005,created,ask
65595345,1430438482936,1430438469000,232.60,100000000,deleted,bid
65595372,1430438483518,1430438480000,234.93,378440000,deleted,bid
65595375,1430438483870,1430438483000,234.90,377460000,created,bid
65595376,1430438484260,1430438483000,233.75,865481023,created,bid
65595376,1430438484807,1430438483000,233.75,865481023,deleted,bid
65595377,1430438485542,1430438485000,233.76,865459652,created,bid
65595377,1430438485605,1430438485000,233.76,865459652,deleted,bid
65595378,1430438486581,1430438486000,233.77,865412190,created,bid
65595368,1430438487351,1430438479000,237.92,24000000,deleted,ask
65595379,1430438487364,1430438487000,237.73,24000000,created,ask
65595380,1430438487503,1430438487000,212.35,2070000000,created,bid
65595381,1430438487767,1430438487000,254.57,80000000,created,ask
65595361,1430438488491,1430438475000,235.79,65258086,deleted,bid
65595382,1430438488798,1430438488000,235.82,65249784,created,bid
65595375,1430438490134,1430438483000,234.90,377460000,deleted,bid
65595378,1430438490559,1430438486000,233.77,865412190,deleted,bid
65595383,1430438490562,1430438490000,234.92,380530000,created,bid
65595358,1430438490743,1430438474000,236.53,367860000,deleted,ask
65595384,1430438490825,1430438490000,233.77,865422725,created,bid
65595385,1430438491090,1430438490000,236.52,371450000,created,ask
65595386,1430438491351,1430438491000,232.52,3900000,created,bid
65595387,1430438492868,1430438492000,233.78,865360570,created,bid
65595387,1430438493871,1430438492000,233.78,865360570,deleted,bid
65595384,1430438493873,1430438490000,233.77,865422725,deleted,bid
65595379,1430438495293,1430438487000,237.73,24000000,deleted,ask
65595388,1430438495390,1430438495000,237.91,24000000,created,ask
65595389,1430438495529,1430438495000,230.56,534946978,created,bid
65595373,1430438495694,1430438481000,235.80,200000000,deleted,bid
65595390,1430438495917,1430438495000,235.83,200000000,created,bid
65595302,1430438496920,1430438444000,235.68,1320000000,deleted,bid
65595391,1430438497061,1430438496000,235.75,1320000000,created,bid
65595385,1430438497078,1430438490000,236.52,371450000,deleted,ask
65595380,1430438497082,1430438487000,212.35,2070000000,deleted,bid
65595381,1430438497421,1430438487000,254.57,80000000,deleted,ask
65595392,1430438497449,1430438497000,236.53,379960000,created,ask
65595393,1430438498106,1430438497000,233.77,865420562,created,bid
65595393,1430438498190,1430438497000,233.77,865420562,deleted,bid
65595394,1430438500229,1430438499000,236.59,879200000,created,ask
65595346,1430438500520,1430438469000,236.62,928981370,deleted,ask
65595223,1430438501075,1430438381000,237.12,2773423748,deleted,ask
65594366,1430438501220,1430437853000,243.24,662200000,deleted,ask
65595160,1430438501631,1430438327000,235.09,643345264,deleted,bid
65595382,1430438501828,1430438488000,235.82,65249784,deleted,bid
65595392,1430438501854,1430438497000,236.53,379960000,deleted,ask
65595395,1430438501988,1430438501000,233.74,865508321,created,bid
65595395,1430438502056,1430438501000,233.74,865508321,deleted,bid
65595396,1430438502128,1430438501000,235.85,65241484,created,bid
65595355,1430438502156,1430438473000,234.73,1952655678,deleted,bid
65595305,1430438502192,1430438445000,235.73,211303367,deleted,bid
65595397,1430438502269,1430438501000,236.52,367410000,created,ask
65595398,1430438502544,1430438502000,235.77,211267517,created,bid
65595374,1430438502603,1430438482000,236.52,281117005,deleted,ask
65595362,1430438502802,1430438476000,233.82,2989306213,deleted,bid
65595399,1430438502808,1430438502000,236.51,281117005,created,ask
65595343,1430438503262,1430438469000,236.61,367320000,deleted,ask
65595349,1430438503794,1430438470000,236.76,1380420000,deleted,ask
65595400,1430438504074,1430438503000,233.74,865528194,created,bid
65595401,1430438504462,1430438504000,236.51,673705079,created,ask
65595402,1430438504976,1430438504000,236.76,1379510000,created,ask
65595403,1430438505614,1430438505000,237.12,2029143619,created,ask
65595365,1430438506035,1430438478000,238.99,7298409439,deleted,ask
65595404,1430438506134,1430438505000,237.67,1320000000,created,ask
65595303,1430438506138,1430438444000,237.87,1320000000,deleted,ask
65595405,1430438506274,1430438505000,212.35,2070000000,created,bid
65595406,1430438506538,1430438506000,254.57,80000000,created,ask
65595397,1430438506598,1430438501000,236.52,367410000,deleted,ask
65595407,1430438506678,1430438506000,237.30,1398780129,created,ask
65595408,1430438506942,1430438506000,236.53,369040000,created,ask
65595354,1430438507240,1430438472000,234.91,1080252747,deleted,bid
65595409,1430438507331,1430438507000,233.74,865521685,created,bid
65595410,1430438507971,1430438507000,234.91,1080686585,created,bid
65595360,1430438508480,1430438474000,237.99,8673885852,deleted,ask
65595411,1430438509118,1430438508000,237.86,3029800000,created,ask
65595390,1430438509427,1430438495000,235.83,200000000,deleted,bid
65595412,1430438509633,1430438509000,235.86,200000000,created,bid
65595413,1430438509645,1430438509000,234.73,978991016,created,bid
65595414,1430438510037,1430438509000,233.74,865517733,created,bid
65595415,1430438510301,1430438510000,237.99,6343585852,created,ask
65595400,1430438510626,1430438503000,233.74,865528194,deleted,bid
65595409,1430438510629,1430438507000,233.74,865521685,deleted,bid
65595414,1430438510762,1430438509000,233.74,865517733,deleted,bid
65595416,1430438510820,1430438510000,234.54,974453422,created,bid
65595417,1430438511082,1430438510000,233.73,865545532,created,bid
65595364,1430438511281,1430438477000,233.76,2256627088,deleted,bid
65595370,1430438511848,1430438480000,232.59,3006125107,deleted,bid
65595418,1430438512121,1430438511000,233.74,865523202,created,bid
65595418,1430438512224,1430438511000,233.74,865523202,deleted,bid
65595419,1430438512512,1430438512000,233.76,3515732592,created,bid
65595420,1430438513032,1430438512000,238.99,6294186806,created,ask
65595367,1430438513546,1430438478000,239.58,1868019880,deleted,ask
65595421,1430438514171,1430438513000,239.39,2141748803,created,ask
65595179,1430438514649,1430438336000,231.35,7987226914,deleted,bid
65595422,1430438514932,1430438514000,233.73,865548111,created,bid
65595399,1430438514975,1430438502000,236.51,281117005,deleted,ask
65595423,1430438515197,1430438514000,236.50,281117005,created,ask
65595396,1430438515204,1430438501000,235.85,65241484,deleted,bid
65595424,1430438515340,1430438515000,232.59,3002024110,created,bid
65595425,1430438515476,1430438515000,235.88,65233186,created,bid
65595426,1430438515868,1430438515000,231.35,7454151886,created,bid
65595406,1430438515967,1430438506000,254.57,80000000,deleted,ask
65595405,1430438516260,1430438505000,212.35,2070000000,deleted,bid
65595427,1430438516267,1430438515000,233.73,865547192,created,bid
65595371,1430438516327,1430438480000,231.16,4873698632,deleted,bid
65595428,1430438517034,1430438516000,231.16,5270860926,created,bid
65595388,1430438518872,1430438495000,237.91,24000000,deleted,ask
65595429,1430438518923,1430438518000,237.76,24000000,created,ask
65595412,1430438524833,1430438509000,235.86,200000000,deleted,bid
65595430,1430438525076,1430438524000,235.89,200000000,created,bid
65595408,1430438525727,1430438506000,236.53,369040000,deleted,ask
65595431,1430438526071,1430438525000,236.50,381070000,created,ask
65595432,1430438526085,1430438525000,243.54,30500000,created,ask
65595433,1430438526592,1430438526000,212.35,2070000000,created,bid
65595386,1430438526687,1430438491000,232.52,3900000,deleted,bid
65595434,1430438526859,1430438526000,233.77,59950000,created,bid
65595435,1430438526997,1430438526000,254.57,80000000,created,ask
65595436,1430438527516,1430438527000,233.74,815983138,created,bid
65595429,1430438527531,1430438518000,237.76,24000000,deleted,ask
65595437,1430438527665,1430438527000,237.91,24000000,created,ask
65595185,1430438527752,1430438339000,231.17,875069535,deleted,bid
65595436,1430438527756,1430438527000,233.74,815983138,deleted,bid
65595425,1430438528545,1430438515000,235.88,65233186,deleted,bid
65595438,1430438528824,1430438528000,233.74,815983138,created,bid
65595439,1430438528837,1430438528000,235.91,65224890,created,bid
65595438,1430438529810,1430438528000,233.74,815983138,deleted,bid
65595440,1430438530125,1430438529000,233.74,865534293,created,bid
65595440,1430438530156,1430438529000,233.74,865534293,deleted,bid
65595441,1430438530905,1430438530000,233.74,865506383,created,bid
65595441,1430438531355,1430438530000,233.74,865506383,deleted,bid
65595442,1430438533433,1430438533000,233.74,865527371,created,bid
65595443,1430438533646,1430438533000,232.51,8000000,created,bid
65595442,1430438533686,1430438533000,233.74,865527371,deleted,bid
65595444,1430438534462,1430438534000,236.02,890010000,created,ask
65595325,1430438534579,1430438460000,236.27,0,deleted,bid
65595444,1430438534581,1430438534000,236.02,868847770,changed,ask
65595445,1430438534631,1430438534000,233.74,865507721,created,bid
65595445,1430438534983,1430438534000,233.74,865507721,deleted,bid
65595433,1430438535408,1430438526000,212.35,2070000000,deleted,bid
65595435,1430438535787,1430438526000,254.57,80000000,deleted,ask
65594363,1430438535829,1430437852000,235.62,850600000,deleted,bid
65595430,1430438536239,1430438524000,235.89,200000000,deleted,bid
65595446,1430438536532,1430438536000,235.92,200000000,created,bid
65595423,1430438536646,1430438514000,236.50,281117005,deleted,ask
65595447,1430438536922,1430438536000,236.49,281117005,created,ask
65595448,1430438537062,1430438536000,229.28,763700000,created,bid
65595449,1430438537455,1430438537000,233.74,865942484,created,bid
65595449,1430438537593,1430438537000,233.74,865942484,deleted,bid
65595422,1430438537784,1430438514000,233.73,865548111,deleted,bid
65595427,1430438537785,1430438515000,233.73,865547192,deleted,bid
65595417,1430438538012,1430438510000,233.73,865545532,deleted,bid
65595391,1430438540112,1430438496000,235.75,1320000000,deleted,bid
65595450,1430438540491,1430438540000,235.63,1320000000,created,bid
65595431,1430438540601,1430438525000,236.50,381070000,deleted,ask
65595451,1430438541029,1430438540000,236.48,380180000,created,ask
65595452,1430438541200,1430438540000,233.71,866050996,created,bid
65595452,1430438542438,1430438540000,233.71,866050996,deleted,bid
65595453,1430438542655,1430438542000,233.71,866062779,created,bid
65595398,1430438545039,1430438502000,235.77,211267517,deleted,bid
65595454,1430438545358,1430438545000,235.65,211375101,created,bid
65595453,1430438545622,1430438542000,233.71,866062779,deleted,bid
65595455,1430438545645,1430438545000,212.35,2070000000,created,bid
65595456,1430438546037,1430438545000,254.57,80000000,created,ask
65595457,1430438546434,1430438546000,233.71,866062994,created,bid
65595458,1430438547763,1430438547000,233.72,171769238,created,bid
65595447,1430438548142,1430438536000,236.49,281117005,deleted,ask
65595459,1430438548429,1430438548000,236.47,281117005,created,ask
65595460,1430438548970,1430438548000,233.72,866023640,created,bid
65595461,1430438550547,1430438550000,233.74,865956657,created,bid
65595461,1430438550655,1430438550000,233.74,865956657,deleted,bid
65595451,1430438550785,1430438540000,236.48,380180000,deleted,ask
65595457,1430438550825,1430438546000,233.71,866062994,deleted,bid
65595458,1430438550829,1430438547000,233.72,171769238,deleted,bid
65595460,1430438550958,1430438548000,233.72,866023640,deleted,bid
65595462,1430438551199,1430438550000,236.46,372060000,created,ask
65595463,1430438551596,1430438551000,233.71,951891363,created,bid
65595463,1430438552851,1430438551000,233.71,951891363,deleted,bid
65595464,1430438553197,1430438552000,233.71,951903620,created,bid
65595464,1430438553466,1430438552000,233.71,951903620,deleted,bid
65595419,1430438553934,1430438512000,233.76,3515732592,deleted,bid
65595401,1430438554479,1430438504000,236.51,673705079,deleted,ask
65595465,1430438554763,1430438554000,233.71,866060695,created,bid
65595465,1430438554833,1430438554000,233.71,866060695,deleted,bid
65595421,1430438555003,1430438513000,239.39,2141748803,deleted,ask
65595466,1430438555701,1430438555000,236.01,868847770,created,ask
65595455,1430438555830,1430438545000,212.35,2070000000,deleted,bid
65595456,1430438556126,1430438545000,254.57,80000000,deleted,ask
65595407,1430438556136,1430438506000,237.30,1398780129,deleted,ask
65595467,1430438556347,1430438556000,233.71,866046353,created,bid
65595468,1430438556613,1430438556000,237.02,5000000000,created,ask
65595469,1430438556759,1430438556000,236.58,1561635079,created,ask
65595403,1430438557215,1430438505000,237.12,2029143619,deleted,ask
65595459,1430438557505,1430438548000,236.47,281117005,deleted,ask
65595411,1430438557772,1430438508000,237.86,3029800000,deleted,ask
65595470,1430438557783,1430438557000,236.45,281117005,created,ask
65595471,1430438558179,1430438557000,233.72,866032678,created,bid
65595471,1430438558336,1430438557000,233.72,866032678,deleted,bid
65595472,1430438558448,1430438558000,237.12,2773423748,created,ask
65595467,1430438558529,1430438556000,233.71,866046353,deleted,bid
65595473,1430438558962,1430438558000,237.66,2690200000,created,ask
65595468,1430438559027,1430438556000,237.02,5000000000,deleted,ask
65595474,1430438559355,1430438559000,233.70,951925987,created,bid
65595415,1430438559432,1430438510000,237.99,6343585852,deleted,ask
